id,source,name,keyword,match_type,category_id,category_name,priority,is_enabled,stop_processing,confidence,conditions_json,actions_json
230,manual,,SUN LIFE MSP,contains_case_insensitive,17,Insurance & Benefits,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""SUN LIFE MSP"",""case_sensitive"":false}}","{""set_category_id"":17}"
231,manual,,COSTCOWHOLESALEW 1263 NEPEAN ON,contains_case_insensitive,3,Costco,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""COSTCOWHOLESALEW 1263 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":3}"
232,manual,,MCAP SERVICE MTG,contains_case_insensitive,18,Housing & Mortgage,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""MCAP SERVICE MTG"",""case_sensitive"":false}}","{""set_category_id"":18}"
233,manual,,SUN LIFE INS,contains_case_insensitive,17,Insurance & Benefits,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""SUN LIFE INS"",""case_sensitive"":false}}","{""set_category_id"":17}"
234,manual,,COSTCO WHOLESALE W1263 NEPEAN,contains_case_insensitive,3,Costco,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""COSTCO WHOLESALE W1263 NEPEAN"",""case_sensitive"":false}}","{""set_category_id"":3}"
235,manual,,NAV CANADA PAY,contains_case_insensitive,23,Income,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""NAV CANADA PAY"",""case_sensitive"":false}}","{""set_category_id"":23}"
236,manual,,TANGERINE FTD,contains_case_insensitive,13,Investments,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""TANGERINE FTD"",""case_sensitive"":false}}","{""set_category_id"":13}"
237,manual,,APPLE.COM/BILL 866-712-7753 ON,contains_case_insensitive,14,Shopping & Home,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""APPLE.COM/BILL 866-712-7753 ON"",""case_sensitive"":false}}","{""set_category_id"":14}"
238,manual,,IMPARK 00110008 H 844-309-1028 ON,contains_case_insensitive,1,Auto & Transportation,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""IMPARK 00110008 H 844-309-1028 ON"",""case_sensitive"":false}}","{""set_category_id"":1}"
239,manual,,ENBRIDGE GAS BPY,contains_case_insensitive,5,Utilities & Taxes,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""ENBRIDGE GAS BPY"",""case_sensitive"":false}}","{""set_category_id"":5}"
240,manual,,HYDRO OTTAWA MSP,contains_case_insensitive,5,Utilities & Taxes,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""HYDRO OTTAWA MSP"",""case_sensitive"":false}}","{""set_category_id"":5}"
241,manual,,METRO 256 NEPEAN ON,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""METRO 256 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":16}"
242,manual,,TEMU.COM VICTORIA BC,contains_case_insensitive,14,Shopping & Home,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""TEMU.COM VICTORIA BC"",""case_sensitive"":false}}","{""set_category_id"":14}"
243,manual,,METRO #256 NEPEAN,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""METRO #256 NEPEAN"",""case_sensitive"":false}}","{""set_category_id"":16}"
244,manual,,THE HOME DEPOT #7079 NEPEAN ON,contains_case_insensitive,14,Shopping & Home,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""THE HOME DEPOT #7079 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":14}"
245,manual,,ALLSTATE INS OF CANADA 800-255-7828 ON,contains_case_insensitive,17,Insurance & Benefits,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""ALLSTATE INS OF CANADA 800-255-7828 ON"",""case_sensitive"":false}}","{""set_category_id"":17}"
246,manual,,PETROCAN NEPEAN ON,contains_case_insensitive,1,Auto & Transportation,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""PETROCAN NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":1}"
247,manual,,SHOPPERS DRUG MART #13 NEPEAN ON,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""SHOPPERS DRUG MART #13 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":16}"
248,manual,,ALLSTATE INSURANCE MARKHAM,contains_case_insensitive,17,Insurance & Benefits,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""ALLSTATE INSURANCE MARKHAM"",""case_sensitive"":false}}","{""set_category_id"":17}"
249,manual,,CI INVESTMENTS INV,contains_case_insensitive,13,Investments,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""CI INVESTMENTS INV"",""case_sensitive"":false}}","{""set_category_id"":13}"
250,manual,,EMPL INS EI,contains_case_insensitive,23,Income,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""EMPL INS EI"",""case_sensitive"":false}}","{""set_category_id"":23}"
251,manual,,WINNERS 342 BARRHAVEN ON,contains_case_insensitive,14,Shopping & Home,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""WINNERS 342 BARRHAVEN ON"",""case_sensitive"":false}}","{""set_category_id"":14}"
252,manual,,AMZN MKTP CA WWW.AMAZON.CAON,contains_case_insensitive,2,Amazon,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""AMZN MKTP CA WWW.AMAZON.CAON"",""case_sensitive"":false}}","{""set_category_id"":2}"
253,manual,,WAL-MART #3638 NEPEAN ON,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""WAL-MART #3638 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":16}"
254,manual,,ROGERS*597028075 888-764-3771 ON,contains_case_insensitive,5,Utilities & Taxes,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""ROGERS*597028075 888-764-3771 ON"",""case_sensitive"":false}}","{""set_category_id"":5}"
255,manual,,PSHCP/RSSFP INS,contains_case_insensitive,17,Insurance & Benefits,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""PSHCP/RSSFP INS"",""case_sensitive"":false}}","{""set_category_id"":17}"
256,manual,,TIMHORTONS TORONTO ON,contains_case_insensitive,6,Dining,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""TIMHORTONS TORONTO ON"",""case_sensitive"":false}}","{""set_category_id"":6}"
257,manual,,BELL CANADA (OB) MONTREAL QC,contains_case_insensitive,5,Utilities & Taxes,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""BELL CANADA (OB) MONTREAL QC"",""case_sensitive"":false}}","{""set_category_id"":5}"
258,manual,,OTTAWA WATER WBP,contains_case_insensitive,5,Utilities & Taxes,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""OTTAWA WATER WBP"",""case_sensitive"":false}}","{""set_category_id"":5}"
259,manual,,ROGERS*CBL 40759298203 888-764-3771 ON,contains_case_insensitive,5,Utilities & Taxes,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""ROGERS*CBL 40759298203 888-764-3771 ON"",""case_sensitive"":false}}","{""set_category_id"":5}"
260,manual,,ROGERS ******8075 888-764-3771 ON,contains_case_insensitive,5,Utilities & Taxes,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""ROGERS ******8075 888-764-3771 ON"",""case_sensitive"":false}}","{""set_category_id"":5}"
261,manual,,PETROCAN-3300 WOODROFFE A NEPEAN,contains_case_insensitive,1,Auto & Transportation,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""PETROCAN-3300 WOODROFFE A NEPEAN"",""case_sensitive"":false}}","{""set_category_id"":1}"
262,manual,,IKEA OTTAWA OTTAWA ON,contains_case_insensitive,14,Shopping & Home,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""IKEA OTTAWA OTTAWA ON"",""case_sensitive"":false}}","{""set_category_id"":14}"
263,manual,,MARKETPLACE CHIROPRACT NEPEAN,contains_case_insensitive,7,Health & Medical,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""MARKETPLACE CHIROPRACT NEPEAN"",""case_sensitive"":false}}","{""set_category_id"":7}"
264,manual,,METRO 256 NEPEAN,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""METRO 256 NEPEAN"",""case_sensitive"":false}}","{""set_category_id"":16}"
265,manual,,ADONIS 101203 OTTAWA OTTAWA ON,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""ADONIS 101203 OTTAWA OTTAWA ON"",""case_sensitive"":false}}","{""set_category_id"":16}"
266,manual,,THE BAKER NEPEAN ON,contains_case_insensitive,6,Dining,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""THE BAKER NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":6}"
267,manual,,FRESHCO #9689 NEPEAN,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""FRESHCO #9689 NEPEAN"",""case_sensitive"":false}}","{""set_category_id"":16}"
268,manual,,SHOPPERSDRUGMART1302 NEPEAN,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""SHOPPERSDRUGMART1302 NEPEAN"",""case_sensitive"":false}}","{""set_category_id"":16}"
269,manual,,WWW COSTCO CA 888-426-7826 ON,contains_case_insensitive,3,Costco,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""WWW COSTCO CA 888-426-7826 ON"",""case_sensitive"":false}}","{""set_category_id"":3}"
270,manual,,CAFEDELUXE OTTAWA ON,contains_case_insensitive,6,Dining,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""CAFEDELUXE OTTAWA ON"",""case_sensitive"":false}}","{""set_category_id"":6}"
271,manual,,WAL-MART SUPERCENTER#3638 BARRHAVEN,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""WAL-MART SUPERCENTER#3638 BARRHAVEN"",""case_sensitive"":false}}","{""set_category_id"":16}"
272,manual,,BMOCCBALINS,contains_case_insensitive,17,Insurance & Benefits,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""BMOCCBALINS"",""case_sensitive"":false}}","{""set_category_id"":17}"
273,manual,,BMOCCBALINSTAX,contains_case_insensitive,17,Insurance & Benefits,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""BMOCCBALINSTAX"",""case_sensitive"":false}}","{""set_category_id"":17}"
274,manual,,COSTCOWHOLESALEW 540 NEPEAN ON,contains_case_insensitive,3,Costco,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""COSTCOWHOLESALEW 540 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":3}"
275,manual,,FRESHCO #9689 NEPEAN ON,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""FRESHCO #9689 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":16}"
276,manual,,VITALITY PHYSIOTHERAPY OTTAWA ON,contains_case_insensitive,7,Health & Medical,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""VITALITY PHYSIOTHERAPY OTTAWA ON"",""case_sensitive"":false}}","{""set_category_id"":7}"
277,manual,,COSTCO GAS W1263 NEPEAN ON,contains_case_insensitive,3,Costco,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""COSTCO GAS W1263 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":3}"
278,manual,,THEHOMEDEPOT#7079 NEPEAN ON,contains_case_insensitive,14,Shopping & Home,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""THEHOMEDEPOT#7079 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":14}"
279,manual,,WINNERSHOMESENSE 37808 OTTAWA ON,contains_case_insensitive,14,Shopping & Home,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""WINNERSHOMESENSE 37808 OTTAWA ON"",""case_sensitive"":false}}","{""set_category_id"":14}"
280,manual,,ALLSTATE INS OF CANADA 800-255-7828,contains_case_insensitive,17,Insurance & Benefits,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""ALLSTATE INS OF CANADA 800-255-7828"",""case_sensitive"":false}}","{""set_category_id"":17}"
281,manual,,ALLSTATE INSURANCE MARKHAM ON,contains_case_insensitive,17,Insurance & Benefits,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""ALLSTATE INSURANCE MARKHAM ON"",""case_sensitive"":false}}","{""set_category_id"":17}"
282,manual,,OTTAWAHEALTHGROUP OTTAWA ON,contains_case_insensitive,7,Health & Medical,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""OTTAWAHEALTHGROUP OTTAWA ON"",""case_sensitive"":false}}","{""set_category_id"":7}"
283,manual,,WINNERS 342 NEPEAN ON,contains_case_insensitive,14,Shopping & Home,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""WINNERS 342 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":14}"
284,manual,,MARSHALLS 779 NEPEAN ON,contains_case_insensitive,14,Shopping & Home,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""MARSHALLS 779 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":14}"
285,manual,,ALLSTATEINSURANCE MARKHAM ON,contains_case_insensitive,17,Insurance & Benefits,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""ALLSTATEINSURANCE MARKHAM ON"",""case_sensitive"":false}}","{""set_category_id"":17}"
286,manual,,COSTCOGASW 1263 NEPEAN ON,contains_case_insensitive,1,Auto & Transportation,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""COSTCOGASW 1263 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":1}"
287,manual,,SHOPPERSDRUGMART#13 NEPEAN ON,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""SHOPPERSDRUGMART#13 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":16}"
288,manual,,WWWCOSTCOCA 888-426-7826 ON,contains_case_insensitive,3,Costco,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""WWWCOSTCOCA 888-426-7826 ON"",""case_sensitive"":false}}","{""set_category_id"":3}"
289,manual,,APPLE.COM/BILL TORONTO ON,contains_case_insensitive,14,Shopping & Home,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""APPLE.COM/BILL TORONTO ON"",""case_sensitive"":false}}","{""set_category_id"":14}"
290,manual,,FOOD BASICS 900 OTTAWA ON,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""FOOD BASICS 900 OTTAWA ON"",""case_sensitive"":false}}","{""set_category_id"":16}"
291,manual,,IKEA OTTAWA BURLINGTON ON,contains_case_insensitive,14,Shopping & Home,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""IKEA OTTAWA BURLINGTON ON"",""case_sensitive"":false}}","{""set_category_id"":14}"
292,manual,,WAYFAIR*WAYFAIR.CA 800-5081737 ON,contains_case_insensitive,14,Shopping & Home,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""WAYFAIR*WAYFAIR.CA 800-5081737 ON"",""case_sensitive"":false}}","{""set_category_id"":14}"
293,manual,,BELLCANADA(OB) MONTREAL QC,contains_case_insensitive,5,Utilities & Taxes,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""BELLCANADA(OB) MONTREAL QC"",""case_sensitive"":false}}","{""set_category_id"":5}"
294,manual,,BRIERLEY'S YIG GLOUCES GLOUCESTER,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""BRIERLEY'S YIG GLOUCES GLOUCESTER"",""case_sensitive"":false}}","{""set_category_id"":16}"
295,manual,,AL-NOORBAKERY OTTAWA ON,contains_case_insensitive,6,Dining,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""AL-NOORBAKERY OTTAWA ON"",""case_sensitive"":false}}","{""set_category_id"":6}"
296,manual,,CMART CROWN SUPERCENTE ORANJESTAD,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""CMART CROWN SUPERCENTE ORANJESTAD"",""case_sensitive"":false}}","{""set_category_id"":16}"
297,manual,,UBER CANADA/UBERTRIP TORONTO ON,contains_case_insensitive,1,Auto & Transportation,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""UBER CANADA/UBERTRIP TORONTO ON"",""case_sensitive"":false}}","{""set_category_id"":1}"
298,manual,,WINNERSHOMESENSE 37808 OTTAWA,contains_case_insensitive,14,Shopping & Home,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""WINNERSHOMESENSE 37808 OTTAWA"",""case_sensitive"":false}}","{""set_category_id"":14}"
299,manual,,ADONIS OTTAWA OTTAWA,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""ADONIS OTTAWA OTTAWA"",""case_sensitive"":false}}","{""set_category_id"":16}"
300,manual,,BMO CC BAL INS,contains_case_insensitive,17,Insurance & Benefits,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""BMO CC BAL INS"",""case_sensitive"":false}}","{""set_category_id"":17}"
301,manual,,BMO CC BAL INS TAX,contains_case_insensitive,17,Insurance & Benefits,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""BMO CC BAL INS TAX"",""case_sensitive"":false}}","{""set_category_id"":17}"
302,manual,,DOLLARAMA#380 NEPEAN ON,contains_case_insensitive,14,Shopping & Home,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""DOLLARAMA#380 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":14}"
303,manual,,LOBLAWS 1035 NEPEAN,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""LOBLAWS 1035 NEPEAN"",""case_sensitive"":false}}","{""set_category_id"":16}"
304,manual,,PETROCAN-3320 FALLOWFIELD NEPEAN,contains_case_insensitive,1,Auto & Transportation,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""PETROCAN-3320 FALLOWFIELD NEPEAN"",""case_sensitive"":false}}","{""set_category_id"":1}"
305,manual,,SHOPPERSDRUGMART 1302 NEPEAN ON,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""SHOPPERSDRUGMART 1302 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":16}"
306,manual,,SUNLIFE MED INS INS,contains_case_insensitive,17,Insurance & Benefits,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""SUNLIFE MED INS INS"",""case_sensitive"":false}}","{""set_category_id"":17}"
307,manual,,DOLLARAMA # 380 NEPEAN ON,contains_case_insensitive,14,Shopping & Home,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""DOLLARAMA # 380 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":14}"
308,manual,,IKEAOTTAWA OTTAWA ON,contains_case_insensitive,14,Shopping & Home,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""IKEAOTTAWA OTTAWA ON"",""case_sensitive"":false}}","{""set_category_id"":14}"
309,manual,,ROGERS******8075 888-764-3771 ON,contains_case_insensitive,5,Utilities & Taxes,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""ROGERS******8075 888-764-3771 ON"",""case_sensitive"":false}}","{""set_category_id"":5}"
310,manual,,SUPERFOOD ORANJESTAD ABW,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""SUPERFOOD ORANJESTAD ABW"",""case_sensitive"":false}}","{""set_category_id"":16}"
311,manual,,TIM HORTONS #3028 OTTAWA ON,contains_case_insensitive,6,Dining,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""TIM HORTONS #3028 OTTAWA ON"",""case_sensitive"":false}}","{""set_category_id"":6}"
312,manual,,TIMHORTONS#7525 NEPEAN ON,contains_case_insensitive,6,Dining,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""TIMHORTONS#7525 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":6}"
313,manual,,FARM BOY #90 NEPEON,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""FARM BOY #90 NEPEON"",""case_sensitive"":false}}","{""set_category_id"":16}"
314,manual,,LENSCRAFTERS 0960 NEPEAN ON,contains_case_insensitive,7,Health & Medical,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""LENSCRAFTERS 0960 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":7}"
315,manual,,LOBLAWS 1035 NEPEAN ON,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""LOBLAWS 1035 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":16}"
316,manual,,PETRO-CANADA35157 NEPEAN ON,contains_case_insensitive,1,Auto & Transportation,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""PETRO-CANADA35157 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":1}"
317,manual,,SHOPPERS DRUG MART #13 NEPEAN,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""SHOPPERS DRUG MART #13 NEPEAN"",""case_sensitive"":false}}","{""set_category_id"":16}"
318,manual,,SUPER FOOD ORANJESTAD ABW,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""SUPER FOOD ORANJESTAD ABW"",""case_sensitive"":false}}","{""set_category_id"":16}"
319,manual,,UBERBV HELP.UBER.COMNLD,contains_case_insensitive,1,Auto & Transportation,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""UBERBV HELP.UBER.COMNLD"",""case_sensitive"":false}}","{""set_category_id"":1}"
320,manual,,ALLSTATE INS OF CANADA MARKHAM ON,contains_case_insensitive,17,Insurance & Benefits,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""ALLSTATE INS OF CANADA MARKHAM ON"",""case_sensitive"":false}}","{""set_category_id"":17}"
321,manual,,DR.ANDREEABIRSILADE OTTAWA ON,contains_case_insensitive,7,Health & Medical,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""DR.ANDREEABIRSILADE OTTAWA ON"",""case_sensitive"":false}}","{""set_category_id"":7}"
322,manual,,FARM BOY #41 OTTAWA ON,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""FARM BOY #41 OTTAWA ON"",""case_sensitive"":false}}","{""set_category_id"":16}"
323,manual,,FRESHCO #9689 OTTAWA,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""FRESHCO #9689 OTTAWA"",""case_sensitive"":false}}","{""set_category_id"":16}"
324,manual,,FRESHCO#9689 NEPEAN ON,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""FRESHCO#9689 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":16}"
325,manual,,INVESTIA MTF,contains_case_insensitive,13,Investments,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""INVESTIA MTF"",""case_sensitive"":false}}","{""set_category_id"":13}"
326,manual,,MARKETPLACECHIROPRACT NEPEAN ON,contains_case_insensitive,7,Health & Medical,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""MARKETPLACECHIROPRACT NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":7}"
327,manual,,MCDONALD'S#40058 MYMC NEPEAN ON,contains_case_insensitive,6,Dining,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""MCDONALD'S#40058 MYMC NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":6}"
328,manual,,PETRO-CANADA 34572 NEPEAN ON,contains_case_insensitive,1,Auto & Transportation,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""PETRO-CANADA 34572 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":1}"
329,manual,,STARR GYMNASTICS OTTAWA ON,contains_case_insensitive,15,Child Care,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""STARR GYMNASTICS OTTAWA ON"",""case_sensitive"":false}}","{""set_category_id"":15}"
330,manual,,THEBAKER NEPEAN ON,contains_case_insensitive,6,Dining,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""THEBAKER NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":6}"
331,manual,,TIMHORTONS#3072 OTTAWA ON,contains_case_insensitive,6,Dining,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""TIMHORTONS#3072 OTTAWA ON"",""case_sensitive"":false}}","{""set_category_id"":6}"
332,manual,,WAL-MART#3638 NEPEAN ON,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""WAL-MART#3638 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":16}"
333,manual,,ADMIN BY CL INS,contains_case_insensitive,17,Insurance & Benefits,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""ADMIN BY CL INS"",""case_sensitive"":false}}","{""set_category_id"":17}"
334,manual,,ADONISOTTAWA OTTAWA ON,contains_case_insensitive,16,Groceries & Pharmacy,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""ADONISOTTAWA OTTAWA ON"",""case_sensitive"":false}}","{""set_category_id"":16}"
335,manual,,ADVANTAGEPARKING QPS OTTAWA ON,contains_case_insensitive,1,Auto & Transportation,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""ADVANTAGEPARKING QPS OTTAWA ON"",""case_sensitive"":false}}","{""set_category_id"":1}"
336,manual,,AMZ*AMAZON.CA AMAZON.CA ON,contains_case_insensitive,2,Amazon,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""AMZ*AMAZON.CA AMAZON.CA ON"",""case_sensitive"":false}}","{""set_category_id"":2}"
337,manual,,ANNUAL CARD FEE,contains_case_insensitive,19,Bank Fees,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""ANNUAL CARD FEE"",""case_sensitive"":false}}","{""set_category_id"":19}"
338,manual,,ANNUALCARDFEE,contains_case_insensitive,19,Bank Fees,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""ANNUALCARDFEE"",""case_sensitive"":false}}","{""set_category_id"":19}"
339,manual,,CANADIAN TIRE #442 NEPEAN ON,contains_case_insensitive,1,Auto & Transportation,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""CANADIAN TIRE #442 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":1}"
340,manual,,CDN TIRE STORE #00442 BARRHAVEN ON,contains_case_insensitive,1,Auto & Transportation,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""CDN TIRE STORE #00442 BARRHAVEN ON"",""case_sensitive"":false}}","{""set_category_id"":1}"
341,manual,,COSTCO WHOLESALE W540 NEPEAN,contains_case_insensitive,3,Costco,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""COSTCO WHOLESALE W540 NEPEAN"",""case_sensitive"":false}}","{""set_category_id"":3}"
342,manual,,COUPLESCOUNSELLINGCE NORTHVANCOUVBC,contains_case_insensitive,7,Health & Medical,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""COUPLESCOUNSELLINGCE NORTHVANCOUVBC"",""case_sensitive"":false}}","{""set_category_id"":7}"
343,manual,,DOLLARAMA #1179 NEPEAN ON,contains_case_insensitive,14,Shopping & Home,5,1,0,,"{""description"":{""operator"":""contains"",""value"":""DOLLARAMA #1179 NEPEAN ON"",""case_sensitive"":false}}","{""set_category_id"":14}"
